Index,Patch,Oracle,Predicted value
50,correct/patch1-Chart-26-TBar.patch,correct,overfitting
51,correct/patch1-Chart-26-dev.patch,correct,overfitting
52,correct/patch1-Chart-26-jKali.patch,correct,overfitting
53,correct/patch1-Chart-26-jMutRepair.patch,correct,correct
54,correct/patch1-Chart-3-Arja.patch,correct,overfitting
55,correct/patch1-Chart-3-FixMiner.patch,correct,overfitting
56,correct/patch1-Chart-3-GenProg.patch,correct,overfitting
57,correct/patch1-Chart-3-Nopol2015.patch,correct,overfitting
58,correct/patch1-Chart-3-SimFix.patch,correct,correct
59,correct/patch1-Chart-3-TBar.patch,correct,correct
60,correct/patch1-Chart-3-dev.patch,correct,correct
61,correct/patch1-Chart-3-jGenProg.patch,correct,overfitting
62,correct/patch1-Chart-4-AVATAR.patch,correct,overfitting
63,correct/patch1-Chart-4-SOFix.patch,correct,overfitting
64,correct/patch1-Chart-4-dev.patch,correct,overfitting
65,correct/patch1-Chart-5-AVATAR.patch,correct,correct
66,correct/patch1-Chart-5-Arja.patch,correct,correct
67,correct/patch1-Chart-5-DynaMoth.patch,correct,overfitting
68,correct/patch1-Chart-5-Kali.patch,correct,correct
69,correct/patch1-Chart-5-Nopol.patch,correct,overfitting
70,correct/patch1-Chart-5-Nopol2015.patch,correct,correct
71,correct/patch1-Chart-5-RSRepair.patch,correct,correct
72,correct/patch1-Chart-5-TBar.patch,correct,overfitting
73,correct/patch1-Chart-5-dev.patch,correct,overfitting
74,correct/patch1-Chart-5-jGenProg.patch,correct,overfitting
75,correct/patch1-Chart-5-jKali.patch,correct,overfitting
76,correct/patch1-Chart-5-kPAR.patch,correct,correct
77,correct/patch1-Chart-6-Cardumen.patch,correct,correct
78,correct/patch1-Chart-6-dev.patch,correct,overfitting
79,correct/patch1-Chart-7-AVATAR.patch,correct,overfitting
80,correct/patch1-Chart-7-Arja.patch,correct,overfitting
81,correct/patch1-Chart-7-FixMiner.patch,correct,overfitting
82,correct/patch1-Chart-7-SimFix.patch,correct,overfitting
83,correct/patch1-Chart-7-TBar.patch,correct,overfitting
84,correct/patch1-Chart-7-dev.patch,correct,correct
85,correct/patch1-Chart-7-jGenProg.patch,correct,overfitting
86,correct/patch1-Chart-7-jMutRepair.patch,correct,overfitting
87,correct/patch1-Chart-8-SketchFix.patch,correct,overfitting
88,correct/patch1-Chart-8-dev.patch,correct,overfitting
89,correct/patch1-Chart-9-Jaid.patch,correct,correct
90,correct/patch1-Chart-9-Jaid.patch,correct,overfitting
91,correct/patch1-Chart-9-Nopol.patch,correct,correct
92,correct/patch1-Chart-9-Nopol2017.patch,correct,overfitting
93,correct/patch1-Chart-9-SequenceR.patch,correct,correct
94,correct/patch1-Chart-9-SketchFix.patch,correct,correct
95,correct/patch1-Chart-9-TBar.patch,correct,overfitting
96,correct/patch1-Chart-9-dev.patch,correct,overfitting
97,correct/patch1-Closure-1-Arja.patch,correct,overfitting
98,correct/patch1-Closure-1-Kali.patch,correct,correct
99,correct/patch1-Closure-1-dev.patch,correct,overfitting
100,correct/patch1-Closure-10-Arja.patch,correct,correct
101,correct/patch1-Closure-10-GenProg.patch,correct,correct
102,correct/patch1-Closure-10-Kali.patch,correct,correct
103,correct/patch1-Closure-10-RSRepair.patch,correct,correct
104,correct/patch1-Closure-10-dev.patch,correct,overfitting
105,correct/patch1-Closure-100-dev.patch,correct,correct
106,correct/patch1-Closure-101-dev.patch,correct,correct
107,correct/patch1-Closure-101-jKali.patch,correct,overfitting
108,correct/patch1-Closure-102-dev.patch,correct,overfitting
109,correct/patch1-Closure-103-dev.patch,correct,overfitting
110,correct/patch1-Closure-104-dev.patch,correct,overfitting
111,correct/patch1-Closure-105-dev.patch,correct,overfitting
112,correct/patch1-Closure-106-SimFix.patch,correct,correct
113,correct/patch1-Closure-106-dev.patch,correct,overfitting
114,correct/patch1-Closure-107-SimFix.patch,correct,overfitting
115,correct/patch1-Closure-107-TBar.patch,correct,correct
116,correct/patch1-Closure-107-dev.patch,correct,correct
117,correct/patch1-Closure-108-AVATAR.patch,correct,overfitting
118,correct/patch1-Closure-108-SimFix.patch,correct,overfitting
119,correct/patch1-Closure-108-dev.patch,correct,overfitting
120,correct/patch1-Closure-109-SimFix.patch,correct,overfitting
121,correct/patch1-Closure-109-dev.patch,correct,overfitting
122,correct/patch1-Closure-109-kPAR.patch,correct,overfitting
123,correct/patch1-Closure-11-dev.patch,correct,overfitting
124,correct/patch1-Closure-110-dev.patch,correct,correct
125,correct/patch1-Closure-111-dev.patch,correct,correct
126,correct/patch1-Closure-112-Arja.patch,correct,correct
127,correct/patch1-Closure-112-GenProg.patch,correct,correct
128,correct/patch1-Closure-112-Kali.patch,correct,correct
129,correct/patch1-Closure-112-RSRepair.patch,correct,correct
130,correct/patch1-Closure-112-dev.patch,correct,correct
131,correct/patch1-Closure-113-dev.patch,correct,correct
132,correct/patch1-Closure-114-Arja.patch,correct,correct
133,correct/patch1-Closure-114-GenProg.patch,correct,overfitting
134,correct/patch1-Closure-114-RSRepair.patch,correct,correct
135,correct/patch1-Closure-114-dev.patch,correct,overfitting
136,correct/patch1-Closure-115-AVATAR.patch,correct,correct
137,correct/patch1-Closure-115-Arja.patch,correct,correct
138,correct/patch1-Closure-115-Kali.patch,correct,overfitting
139,correct/patch1-Closure-115-RSRepair.patch,correct,overfitting
140,correct/patch1-Closure-115-SimFix.patch,correct,correct
141,correct/patch1-Closure-115-TBar.patch,correct,overfitting
142,correct/patch1-Closure-115-dev.patch,correct,overfitting
143,correct/patch1-Closure-115-kPAR.patch,correct,correct
144,correct/patch1-Closure-116-Arja.patch,correct,correct
145,correct/patch1-Closure-116-dev.patch,correct,overfitting
146,correct/patch1-Closure-117-Arja.patch,correct,overfitting
147,correct/patch1-Closure-117-Kali.patch,correct,overfitting
148,correct/patch1-Closure-117-dev.patch,correct,overfitting
149,correct/patch1-Closure-118-dev.patch,correct,correct
150,correct/patch1-Closure-119-Arja.patch,correct,overfitting
151,correct/patch1-Closure-119-Kali.patch,correct,correct
152,correct/patch1-Closure-119-dev.patch,correct,overfitting
153,correct/patch1-Closure-12-AVATAR.patch,correct,correct
154,correct/patch1-Closure-12-dev.patch,correct,overfitting
155,correct/patch1-Closure-120-Arja.patch,correct,overfitting
156,correct/patch1-Closure-120-RSRepair.patch,correct,overfitting
157,correct/patch1-Closure-120-dev.patch,correct,correct
158,correct/patch1-Closure-121-Arja.patch,correct,overfitting
159,correct/patch1-Closure-121-RSRepair.patch,correct,correct
160,correct/patch1-Closure-121-dev.patch,correct,overfitting
161,correct/patch1-Closure-122-Kali.patch,correct,correct
162,correct/patch1-Closure-122-dev.patch,correct,overfitting
163,correct/patch1-Closure-123-SequenceR.patch,correct,overfitting
164,correct/patch1-Closure-123-dev.patch,correct,overfitting
165,correct/patch1-Closure-124-Arja.patch,correct,overfitting
166,correct/patch1-Closure-124-GenProg.patch,correct,correct
167,correct/patch1-Closure-124-Kali.patch,correct,overfitting
168,correct/patch1-Closure-124-RSRepair.patch,correct,overfitting
169,correct/patch1-Closure-124-dev.patch,correct,overfitting
170,correct/patch1-Closure-125-Arja.patch,correct,correct
171,correct/patch1-Closure-125-Kali.patch,correct,correct
172,correct/patch1-Closure-125-dev.patch,correct,overfitting
173,correct/patch1-Closure-126-AVATAR.patch,correct,overfitting
174,correct/patch1-Closure-126-Arja.patch,correct,correct
175,correct/patch1-Closure-126-GenProg.patch,correct,overfitting
176,correct/patch1-Closure-126-RSRepair.patch,correct,correct
177,correct/patch1-Closure-126-SimFix.patch,correct,overfitting
178,correct/patch1-Closure-126-SketchFix.patch,correct,overfitting
179,correct/patch1-Closure-126-TBar.patch,correct,correct
180,correct/patch1-Closure-126-dev.patch,correct,correct
181,correct/patch1-Closure-126-jKali.patch,correct,overfitting
182,correct/patch1-Closure-126-jMutRepair.patch,correct,overfitting
183,correct/patch1-Closure-126-kPAR.patch,correct,correct
184,correct/patch1-Closure-127-Kali.patch,correct,correct
185,correct/patch1-Closure-127-dev.patch,correct,correct
186,correct/patch1-Closure-128-dev.patch,correct,correct
187,correct/patch1-Closure-129-Arja.patch,correct,overfitting
188,correct/patch1-Closure-129-FixMiner.patch,correct,correct
189,correct/patch1-Closure-129-Kali.patch,correct,overfitting
190,correct/patch1-Closure-129-dev.patch,correct,overfitting
191,correct/patch1-Closure-13-dev.patch,correct,correct
192,correct/patch1-Closure-130-Arja.patch,correct,correct
193,correct/patch1-Closure-130-Kali.patch,correct,overfitting
194,correct/patch1-Closure-130-dev.patch,correct,correct
195,correct/patch1-Closure-131-dev.patch,correct,overfitting
196,correct/patch1-Closure-132-dev.patch,correct,overfitting
197,correct/patch1-Closure-133-Arja.patch,correct,correct
198,correct/patch1-Closure-133-TBar.patch,correct,correct
199,correct/patch1-Closure-133-dev.patch,correct,correct
200,correct/patch1-Closure-14-SimFix.patch,correct,correct
201,correct/patch1-Closure-14-dev.patch,correct,correct
202,correct/patch1-Closure-15-dev.patch,correct,overfitting
203,correct/patch1-Closure-16-dev.patch,correct,correct
204,correct/patch1-Closure-17-dev.patch,correct,correct
205,correct/patch1-Closure-18-Jaid.patch,correct,overfitting
206,correct/patch1-Closure-18-SequenceR.patch,correct,correct
207,correct/patch1-Closure-18-SequenceR.patch,correct,overfitting
208,correct/patch1-Closure-18-dev.patch,correct,correct
209,correct/patch1-Closure-19-FixMiner.patch,correct,correct
210,correct/patch1-Closure-19-SimFix.patch,correct,overfitting
211,correct/patch1-Closure-19-dev.patch,correct,overfitting
212,correct/patch1-Closure-2-AVATAR.patch,correct,overfitting
213,correct/patch1-Closure-2-dev.patch,correct,overfitting
214,correct/patch1-Closure-20-dev.patch,correct,correct
215,correct/patch1-Closure-21-AVATAR.patch,correct,overfitting
216,correct/patch1-Closure-21-Arja.patch,correct,correct
217,correct/patch1-Closure-21-GenProg.patch,correct,overfitting
218,correct/patch1-Closure-21-Kali.patch,correct,overfitting
219,correct/patch1-Closure-21-RSRepair.patch,correct,correct
220,correct/patch1-Closure-21-SimFix.patch,correct,overfitting
221,correct/patch1-Closure-21-TBar.patch,correct,overfitting
222,correct/patch1-Closure-21-dev.patch,correct,overfitting
223,correct/patch1-Closure-21-jGenProg.patch,correct,correct
224,correct/patch1-Closure-21-jKali.patch,correct,overfitting
225,correct/patch1-Closure-21-jMutRepair.patch,correct,correct
226,correct/patch1-Closure-22-AVATAR.patch,correct,overfitting
227,correct/patch1-Closure-22-Arja.patch,correct,correct
228,correct/patch1-Closure-22-GenProg.patch,correct,overfitting
229,correct/patch1-Closure-22-Kali.patch,correct,correct
230,correct/patch1-Closure-22-RSRepair.patch,correct,overfitting
231,correct/patch1-Closure-22-SimFix.patch,correct,overfitting
232,correct/patch1-Closure-22-TBar.patch,correct,correct
233,correct/patch1-Closure-22-dev.patch,correct,overfitting
234,correct/patch1-Closure-22-jGenProg.patch,correct,overfitting
235,correct/patch1-Closure-22-jKali.patch,correct,overfitting
236,correct/patch1-Closure-23-dev.patch,correct,correct
237,correct/patch1-Closure-24-dev.patch,correct,overfitting
238,correct/patch1-Closure-25-dev.patch,correct,correct
239,correct/patch1-Closure-26-SimFix.patch,correct,overfitting
240,correct/patch1-Closure-26-dev.patch,correct,correct
241,correct/patch1-Closure-27-dev.patch,correct,correct
242,correct/patch1-Closure-28-dev.patch,correct,overfitting
243,correct/patch1-Closure-29-dev.patch,correct,overfitting
244,correct/patch1-Closure-3-Kali.patch,correct,overfitting
245,correct/patch1-Closure-3-dev.patch,correct,correct
246,correct/patch1-Closure-30-dev.patch,correct,overfitting
247,correct/patch1-Closure-31-Jaid.patch,correct,overfitting
248,correct/patch1-Closure-31-dev.patch,correct,correct
249,correct/patch1-Closure-32-dev.patch,correct,overfitting
250,correct/patch1-Closure-33-Arja.patch,correct,correct
251,correct/patch1-Closure-33-Jaid.patch,correct,correct
252,correct/patch1-Closure-33-Jaid.patch,correct,overfitting
253,correct/patch1-Closure-33-Kali.patch,correct,overfitting
254,correct/patch1-Closure-33-RSRepair.patch,correct,correct
255,correct/patch1-Closure-33-dev.patch,correct,overfitting
256,correct/patch1-Closure-34-dev.patch,correct,overfitting
257,correct/patch1-Closure-35-dev.patch,correct,overfitting
258,correct/patch1-Closure-35-kPAR.patch,correct,correct
259,correct/patch1-Closure-36-dev.patch,correct,overfitting
260,correct/patch1-Closure-37-dev.patch,correct,correct
261,correct/patch1-Closure-38-AVATAR.patch,correct,correct
262,correct/patch1-Closure-38-SimFix.patch,correct,overfitting
263,correct/patch1-Closure-38-dev.patch,correct,correct
264,correct/patch1-Closure-39-dev.patch,correct,overfitting
265,correct/patch1-Closure-4-dev.patch,correct,overfitting
266,correct/patch1-Closure-40-dev.patch,correct,correct
267,correct/patch1-Closure-40-kPAR.patch,correct,overfitting
268,correct/patch1-Closure-41-dev.patch,correct,overfitting
269,correct/patch1-Closure-42-dev.patch,correct,correct
270,correct/patch1-Closure-43-dev.patch,correct,correct
271,correct/patch1-Closure-44-dev.patch,correct,correct
272,correct/patch1-Closure-45-AVATAR.patch,correct,overfitting
273,correct/patch1-Closure-45-Arja.patch,correct,overfitting
274,correct/patch1-Closure-45-dev.patch,correct,overfitting
275,correct/patch1-Closure-45-jKali.patch,correct,overfitting
276,correct/patch1-Closure-46-AVATAR.patch,correct,correct
277,correct/patch1-Closure-46-Arja.patch,correct,correct
278,correct/patch1-Closure-46-SimFix.patch,correct,correct
279,correct/patch1-Closure-46-dev.patch,correct,correct
280,correct/patch1-Closure-46-jKali.patch,correct,overfitting
281,correct/patch1-Closure-46-kPAR.patch,correct,correct
282,correct/patch1-Closure-47-dev.patch,correct,correct
283,correct/patch1-Closure-48-AVATAR.patch,correct,overfitting
284,correct/patch1-Closure-48-dev.patch,correct,overfitting
285,correct/patch1-Closure-49-dev.patch,correct,overfitting
286,correct/patch1-Closure-5-dev.patch,correct,correct
287,correct/patch1-Closure-50-dev.patch,correct,correct
288,correct/patch1-Closure-51-dev.patch,correct,overfitting
289,correct/patch1-Closure-52-dev.patch,correct,overfitting
290,correct/patch1-Closure-53-dev.patch,correct,overfitting
291,correct/patch1-Closure-54-dev.patch,correct,overfitting
292,correct/patch1-Closure-55-Arja.patch,correct,overfitting
293,correct/patch1-Closure-55-GenProg.patch,correct,correct
294,correct/patch1-Closure-55-Kali.patch,correct,correct
295,correct/patch1-Closure-55-RSRepair.patch,correct,correct
296,correct/patch1-Closure-55-dev.patch,correct,correct
297,correct/patch1-Closure-56-dev.patch,correct,correct
298,correct/patch1-Closure-57-SimFix.patch,correct,correct
299,correct/patch1-Closure-57-dev.patch,correct,correct
300,correct/patch1-Closure-58-dev.patch,correct,correct
301,correct/patch1-Closure-59-Arja.patch,correct,overfitting
302,correct/patch1-Closure-59-GenProg.patch,correct,correct
303,correct/patch1-Closure-59-Kali.patch,correct,correct
304,correct/patch1-Closure-59-RSRepair.patch,correct,overfitting
305,correct/patch1-Closure-59-dev.patch,correct,overfitting
306,correct/patch1-Closure-6-SimFix.patch,correct,overfitting
307,correct/patch1-Closure-6-dev.patch,correct,correct
308,correct/patch1-Closure-60-dev.patch,correct,correct
309,correct/patch1-Closure-61-RSRepair.patch,correct,correct
310,correct/patch1-Closure-61-dev.patch,correct,overfitting
311,correct/patch1-Closure-62-AVATAR.patch,correct,overfitting
312,correct/patch1-Closure-62-Cardumen.patch,correct,overfitting
313,correct/patch1-Closure-62-dev.patch,correct,overfitting
314,correct/patch1-Closure-62-jKali.patch,correct,overfitting
315,correct/patch1-Closure-62-kPAR.patch,correct,correct
316,correct/patch1-Closure-63-Jaid.patch,correct,correct
317,correct/patch1-Closure-64-Kali.patch,correct,overfitting
318,correct/patch1-Closure-64-dev.patch,correct,overfitting
319,correct/patch1-Closure-65-dev.patch,correct,overfitting
320,correct/patch1-Closure-66-AVATAR.patch,correct,correct
321,correct/patch1-Closure-66-dev.patch,correct,overfitting
322,correct/patch1-Closure-67-Arja.patch,correct,correct
323,correct/patch1-Closure-67-GenProg.patch,correct,correct
324,correct/patch1-Closure-67-Kali.patch,correct,correct
325,correct/patch1-Closure-67-RSRepair.patch,correct,correct
326,correct/patch1-Closure-67-dev.patch,correct,overfitting
327,correct/patch1-Closure-68-Arja.patch,correct,overfitting
328,correct/patch1-Closure-68-Kali.patch,correct,correct
329,correct/patch1-Closure-68-SimFix.patch,correct,correct
330,correct/patch1-Closure-68-dev.patch,correct,correct
331,correct/patch1-Closure-69-dev.patch,correct,correct
332,correct/patch1-Closure-7-Arja.patch,correct,overfitting
333,correct/patch1-Closure-7-Kali.patch,correct,correct
334,correct/patch1-Closure-7-dev.patch,correct,overfitting
335,correct/patch1-Closure-70-Jaid.patch,correct,overfitting
336,correct/patch1-Closure-70-dev.patch,correct,overfitting
337,correct/patch1-Closure-71-dev.patch,correct,overfitting
338,correct/patch1-Closure-72-dev.patch,correct,overfitting
339,correct/patch1-Closure-73-AVATAR.patch,correct,overfitting
340,correct/patch1-Closure-73-SequenceR.patch,correct,overfitting
341,correct/patch1-Closure-73-SequenceR.patch,correct,overfitting
342,correct/patch1-Closure-73-dev.patch,correct,overfitting
343,correct/patch1-Closure-74-dev.patch,correct,overfitting
344,correct/patch1-Closure-75-Arja.patch,correct,overfitting
345,correct/patch1-Closure-75-GenProg.patch,correct,overfitting
346,correct/patch1-Closure-75-Kali.patch,correct,correct
347,correct/patch1-Closure-75-RSRepair.patch,correct,overfitting
348,correct/patch1-Closure-75-dev.patch,correct,overfitting
349,correct/patch1-Closure-76-Kali.patch,correct,overfitting
350,correct/patch1-Closure-76-dev.patch,correct,overfitting
351,correct/patch1-Closure-77-dev.patch,correct,correct
352,correct/patch1-Closure-78-Arja.patch,correct,correct
353,correct/patch1-Closure-78-GenProg.patch,correct,correct
354,correct/patch1-Closure-78-Kali.patch,correct,overfitting
355,correct/patch1-Closure-78-RSRepair.patch,correct,overfitting
356,correct/patch1-Closure-78-dev.patch,correct,overfitting
357,correct/patch1-Closure-79-dev.patch,correct,correct
358,correct/patch1-Closure-8-Arja.patch,correct,correct
359,correct/patch1-Closure-8-dev.patch,correct,overfitting
360,correct/patch1-Closure-80-dev.patch,correct,correct
361,correct/patch1-Closure-81-dev.patch,correct,overfitting
362,correct/patch1-Closure-82-dev.patch,correct,correct
363,correct/patch1-Closure-83-dev.patch,correct,correct
364,correct/patch1-Closure-84-dev.patch,correct,overfitting
365,correct/patch1-Closure-85-dev.patch,correct,correct
366,correct/patch1-Closure-86-SequenceR.patch,correct,overfitting
367,correct/patch1-Closure-86-dev.patch,correct,correct
368,correct/patch1-Closure-87-dev.patch,correct,correct
369,correct/patch1-Closure-88-dev.patch,correct,correct
370,correct/patch1-Closure-89-dev.patch,correct,correct
371,correct/patch1-Closure-9-dev.patch,correct,overfitting
372,correct/patch1-Closure-90-dev.patch,correct,correct
373,correct/patch1-Closure-91-dev.patch,correct,overfitting
374,correct/patch1-Closure-92-dev.patch,correct,correct
375,correct/patch1-Closure-93-SequenceR.patch,correct,correct
376,correct/patch1-Closure-94-dev.patch,correct,overfitting
377,correct/patch1-Closure-95-dev.patch,correct,overfitting
378,correct/patch1-Closure-96-dev.patch,correct,overfitting
379,correct/patch1-Closure-97-dev.patch,correct,overfitting
380,correct/patch1-Closure-98-dev.patch,correct,overfitting
381,correct/patch1-Closure-99-dev.patch,correct,overfitting
382,correct/patch1-Lang-1-SimFix.patch,correct,overfitting
383,correct/patch1-Lang-1-dev.patch,correct,overfitting
384,correct/patch1-Lang-10-AVATAR.patch,correct,overfitting
385,correct/patch1-Lang-10-SimFix.patch,correct,correct
386,correct/patch1-Lang-10-dev.patch,correct,overfitting
387,correct/patch1-Lang-10-jKali.patch,correct,overfitting
388,correct/patch1-Lang-10-kPAR.patch,correct,correct
389,correct/patch1-Lang-11-dev.patch,correct,overfitting
390,correct/patch1-Lang-12-SimFix.patch,correct,overfitting
391,correct/patch1-Lang-12-dev.patch,correct,overfitting
392,correct/patch1-Lang-13-AVATAR.patch,correct,overfitting
393,correct/patch1-Lang-13-RSRepair.patch,correct,overfitting
394,correct/patch1-Lang-13-dev.patch,correct,overfitting
395,correct/patch1-Lang-14-dev.patch,correct,overfitting
396,correct/patch1-Lang-15-dev.patch,correct,overfitting
397,correct/patch1-Lang-16-Arja.patch,correct,overfitting
398,correct/patch1-Lang-16-SimFix.patch,correct,overfitting
399,correct/patch1-Lang-16-dev.patch,correct,overfitting
400,correct/patch1-Lang-16-kPAR.patch,correct,correct
401,correct/patch1-Lang-17-dev.patch,correct,overfitting
402,correct/patch1-Lang-18-dev.patch,correct,correct
403,correct/patch1-Lang-18-kPAR.patch,correct,overfitting
404,correct/patch1-Lang-19-dev.patch,correct,overfitting
405,correct/patch1-Lang-2-dev.patch,correct,overfitting
406,correct/patch1-Lang-20-AVATAR.patch,correct,correct
407,correct/patch1-Lang-20-Arja.patch,correct,overfitting
408,correct/patch1-Lang-20-TBar.patch,correct,overfitting
409,correct/patch1-Lang-20-dev.patch,correct,overfitting
410,correct/patch1-Lang-20-kPAR.patch,correct,overfitting
411,correct/patch1-Lang-21-dev.patch,correct,overfitting
412,correct/patch1-Lang-21-kPAR.patch,correct,overfitting
413,correct/patch1-Lang-22-AVATAR.patch,correct,overfitting
414,correct/patch1-Lang-22-TBar.patch,correct,overfitting
415,correct/patch1-Lang-22-dev.patch,correct,overfitting
416,correct/patch1-Lang-22-jKali.patch,correct,overfitting
417,correct/patch1-Lang-22-jMutRepair.patch,correct,overfitting
418,correct/patch1-Lang-23-dev.patch,correct,overfitting
419,correct/patch1-Lang-24-ACS.patch,correct,overfitting
420,correct/patch1-Lang-24-dev.patch,correct,overfitting
421,correct/patch1-Lang-24-kPAR.patch,correct,overfitting
422,correct/patch1-Lang-26-CapGen.patch,correct,overfitting
423,correct/patch1-Lang-26-dev.patch,correct,overfitting
424,correct/patch1-Lang-27-SimFix.patch,correct,overfitting
425,correct/patch1-Lang-27-TBar.patch,correct,overfitting
426,correct/patch1-Lang-27-dev.patch,correct,correct
427,correct/patch1-Lang-27-jGenProg.patch,correct,overfitting
428,correct/patch1-Lang-27-jKali.patch,correct,overfitting
429,correct/patch1-Lang-27-jMutRepair.patch,correct,overfitting
430,correct/patch1-Lang-27-kPAR.patch,correct,overfitting
431,correct/patch1-Lang-28-dev.patch,correct,correct
432,correct/patch1-Lang-29-dev.patch,correct,overfitting
433,correct/patch1-Lang-3-dev.patch,correct,overfitting
434,correct/patch1-Lang-30-dev.patch,correct,overfitting
435,correct/patch1-Lang-31-dev.patch,correct,overfitting
436,correct/patch1-Lang-32-dev.patch,correct,overfitting
437,correct/patch1-Lang-33-Jaid.patch,correct,overfitting
438,correct/patch1-Lang-33-SimFix.patch,correct,overfitting
439,correct/patch1-Lang-33-TBar.patch,correct,overfitting
440,correct/patch1-Lang-33-dev.patch,correct,overfitting
441,correct/patch1-Lang-34-dev.patch,correct,overfitting
442,correct/patch1-Lang-35-ACS.patch,correct,overfitting
443,correct/patch1-Lang-35-ACS.patch,correct,overfitting
444,correct/patch1-Lang-35-dev.patch,correct,overfitting
445,correct/patch1-Lang-36-dev.patch,correct,overfitting
446,correct/patch1-Lang-37-dev.patch,correct,overfitting
447,correct/patch1-Lang-38-Jaid.patch,correct,correct
448,correct/patch1-Lang-38-dev.patch,correct,overfitting
449,correct/patch1-Lang-39-ACS.patch,correct,overfitting
450,correct/patch1-Lang-39-AVATAR.patch,correct,overfitting
451,correct/patch1-Lang-39-Nopol2015.patch,correct,overfitting
452,correct/patch1-Lang-39-SimFix.patch,correct,overfitting
453,correct/patch1-Lang-39-TBar.patch,correct,overfitting
454,correct/patch1-Lang-39-dev.patch,correct,overfitting
455,correct/patch1-Lang-39-jGenProg.patch,correct,overfitting
456,correct/patch1-Lang-4-dev.patch,correct,overfitting
457,correct/patch1-Lang-40-dev.patch,correct,overfitting
458,correct/patch1-Lang-41-SimFix.patch,correct,overfitting
459,correct/patch1-Lang-41-dev.patch,correct,overfitting
460,correct/patch1-Lang-41-kPAR.patch,correct,overfitting
461,correct/patch1-Lang-42-dev.patch,correct,overfitting
462,correct/patch1-Lang-43-CapGen.patch,correct,overfitting
463,correct/patch1-Lang-43-SimFix.patch,correct,overfitting
464,correct/patch1-Lang-43-dev.patch,correct,overfitting
465,correct/patch1-Lang-43-kPAR.patch,correct,overfitting
466,correct/patch1-Lang-44-Nopol.patch,correct,overfitting
467,correct/patch1-Lang-44-Nopol2017.patch,correct,overfitting
468,correct/patch1-Lang-44-TBar.patch,correct,overfitting
469,correct/patch1-Lang-44-dev.patch,correct,overfitting
470,correct/patch1-Lang-44-kPAR.patch,correct,overfitting
471,correct/patch1-Lang-45-Jaid.patch,correct,correct
472,correct/patch1-Lang-45-SimFix.patch,correct,overfitting
